OTU.ID,MO100E,MO100S,MO87E,MO87S,MO98E,MO98S,MO99E,MO99S,Taxonomy,taxon,guid,mbNumber,taxonomicLevel,trophicMode,guild,confidenceRanking,growthForm,trait,notes,citationSource
ASV4657,0,4,0,0,0,0,0,0,Fungi;Basidiomycota;Agaricomycetes;Agaricales;Agaricales_unclassified;Agaricales_unclassified;Agaricales_unclassified;,Agaricales,715D162F-5F0E-40C8-A7DC-79D488D3F937,90508,7,Pathotroph-Saprotroph-Symbiotroph,Bryophyte Parasite-Dung Saprotroph-Ectomycorrhizal-Fungal Parasite-Leaf Saprotroph-Plant Parasite-Undefined Saprotroph-Wood Saprotroph,Possible,Agaricoid-Gasteroid-Microfungus-Secotioid-Yeast,NULL,"Mushrooms and toadstools, Gill fungi, Agarics... lignicolous, sometimes muscicolous or fungicolous, saprobic, mycorrhizal, rarely parasitic on plants or fungi (Kirk et al. 2008)","Kirk PM et al. 2008. Dictionary of the Fungi. Tenth Edition. CAB International, Wallingford (ISBN: 978-0851998268)"
ASV466,0,232,0,0,0,0,0,0,Fungi;Basidiomycota;Agaricomycetes;Cantharellales;Ceratobasidiaceae;Ceratobasidium;Ceratobasidium_sp;,Ceratobasidiaceae,1CB1CCDC-36B9-11D5-9548-00D0592D548C,80572,9,Pathotroph-Saprotroph-Symbiotroph,Endomycorrhizal-Plant Pathogen-Undefined Saprotroph,Possible,Microfungus,NULL,"Best known as plant pathogens, but also saprobic. Species are endomycorrhizal with a wide range of plant roots - especially of Orchidaceae but also even bryophytes (Cannon & Kirk 2007)","Cannon PF, Kirk PM. 2007. Fungal Families of the World. CAB International, Cambridge (ISBN: 978-0851998275)"
ASV4660,0,4,0,0,0,0,0,0,Fungi;Ascomycota;Dothideomycetes;Pleosporales;Massarinaceae;Stagonospora;Stagonospora_bicolor;,Massarinaceae,4068CDF9-F69E-41F5-BB5F-1834BD4F01F1,80979,9,Pathotroph-Saprotroph,Plant Pathogen-Undefined Saprotroph,Probable,Microfungus,NULL,NULL,"Kirk PM et al. 2008. Dictionary of the Fungi. Tenth Edition. CAB International, Wallingford (ISBN: 978-0851998268)"
ASV4661,0,4,0,0,0,0,0,0,Fungi;Ascomycota;Sordariomycetes;Chaetosphaeriales;Chaetosphaeriaceae;Chaetosphaeriaceae_unclassified;Chaetosphaeriaceae_unclassified;,Chaetosphaeriaceae,A2975E8A-801C-4A1F-9099-3C1B24D8A295,82100,9,Saprotroph,Plant Saprotroph-Wood Saprotroph,Probable,Microfungus,NULL,"Saprobes associated with decaying woody and herbaceous plant material, including timber and timber products in damp buildings (Cannon & Kirk 2007)","Cannon PF, Kirk PM. 2007. Fungal Families of the World. CAB International, Cambridge (ISBN: 978-0851998275)"
ASV4667,0,4,0,0,0,0,0,0,Fungi;Ascomycota;Sordariomycetes;Sordariomycetes_unclassified;Sordariomycetes_unclassified;Sordariomycetes_unclassified;Sordariomycetes_unclassified;,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ASV4668,0,4,0,0,0,0,0,0,Fungi;Ascomycota;Leotiomycetes;Helotiales;Helotiales_unclassified;Helotiales_unclassified;Helotiales_unclassified;,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ASV4671,0,4,0,0,0,0,0,0,Fungi;Ascomycota;Sordariomycetes;Myrmecridiales;unidentified;unidentified;Myrmecridiales_sp;,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ASV4673,0,4,0,0,0,0,0,0,Fungi;Ascomycota;Ascomycota_unclassified;Ascomycota_unclassified;Ascomycota_unclassified;Ascomycota_unclassified;Ascomycota_unclassified;,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ASV4674,0,4,0,0,0,0,0,0,Fungi;Ascomycota;Ascomycota_unclassified;Ascomycota_unclassified;Ascomycota_unclassified;Ascomycota_unclassified;Ascomycota_unclassified;,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ASV4676,0,4,0,0,0,0,0,0,Fungi;Glomeromycota;Glomeromycetes;Diversisporales;Diversisporales_unclassified;Diversisporales_unclassified;Diversisporales_unclassified;,Diversisporales,D95BB135-41E8-46BF-9BCC-B79598ECF835,90593,7,Symbiotroph,Arbuscular Mycorrhizal,Highly Probable,NULL,NULL,NULL,"Redecker D, et al. 2013. Mycorrhiza 23:515-531 ((https://doi.org/10.1007/s00572-013-0486-y))"
ASV4678,0,4,0,0,0,0,0,0,Fungi;Ascomycota;Eurotiomycetes;Eurotiales;Aspergillaceae;Penicillium;Penicillium_lassenii;,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ASV4679,0,4,0,0,0,0,0,0,Fungi;Ascomycota;Sordariomycetes;Hypocreales;Hypocreales_fam_Incertae_sedis;Acremonium;Acremonium_cavaraeanum;,Acremonium cavaraeanum,91CD4CD1-35F6-47DC-9071-1A0C1721EDFE,308132,20,Symbiotroph,Endophyte,Probable,Microfungus,NULL,Endophyte detection method-culture (David et al. 2016),"David AS, et al. 2016. Microbial Ecology 71:912-926 ((https://doi.org/10.1007/s00248-015-0712-6))"
ASV468,0,0,67,18,0,0,145,0,Fungi;Ascomycota;Sordariomycetes;Hypocreales;Nectriaceae;Cylindrocarpon;Cylindrocarpon_sp;,Nectriaceae,1CB1CD7A-36B9-11D5-9548-00D0592D548C,81059,9,Pathotroph-Saprotroph-Symbiotroph,Animal Pathogen-Endophyte-Fungal Parasite-Lichen Parasite-Plant Pathogen-Wood Saprotroph,Possible,Microfungus,NULL,Fusarium species are amongst the economically significant plant pathogens (Cannon & Kirk 2007),"Cannon PF, Kirk PM. 2007. Fungal Families of the World. CAB International, Cambridge (ISBN: 978-0851998275); Hirooka Y, et al. 2012. Studies in Mycology 711-210 ((https://doi.org/10.3114/sim0001)); Tedersoo L, et al. 2014. Science 346:e1256688 ((https://doi.org/10.1126/science.1256688)); The American Phytopathological Society Common Names of Plant Diseases ((http://www.apsnet.org/publications/commonnames/Pages/default.aspx)); https://www.cdc.gov ((https://www.cdc.gov))"
ASV4680,0,4,0,0,0,0,0,0,Fungi;Basidiomycota;Agaricomycetes;Thelephorales;Thelephoraceae;Thelephoraceae_unclassified;Thelephoraceae_unclassified;,Thelephoraceae,1CB1CDE7-36B9-11D5-9548-00D0592D548C,81463,9,Saprotroph-Symbiotroph,Ectomycorrhizal-Undefined Saprotroph,Probable,Clavarioid,NULL,"On the ground, on soil, a few on wood. At least some speices ectomycorrhizal (Cannon & Kirk 2007)","Cannon PF, Kirk PM. 2007. Fungal Families of the World. CAB International, Cambridge (ISBN: 978-0851998275)"
ASV4681,0,4,0,0,0,0,0,0,Fungi;Ascomycota;Ascomycota_unclassified;Ascomycota_unclassified;Ascomycota_unclassified;Ascomycota_unclassified;Ascomycota_unclassified;,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ASV4682,0,4,0,0,0,0,0,0,Fungi;Ascomycota;Ascomycota_unclassified;Ascomycota_unclassified;Ascomycota_unclassified;Ascomycota_unclassified;Ascomycota_unclassified;,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ASV4683,0,4,0,0,0,0,0,0,Fungi;Ascomycota;Sordariomycetes;Hypocreales;Hypocreales_unclassified;Hypocreales_unclassified;Hypocreales_unclassified;,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ASV4684,0,0,4,0,0,0,0,0,Fungi;Ascomycota;Sordariomycetes;Diaporthales;Diaporthaceae;Diaporthe;Diaporthe_unclassified;,Diaporthaceae,1CB186D0-36B9-11D5-9548-00D0592D548C,80691,9,Pathotroph-Saprotroph-Symbiotroph,Endophyte-Plant Pathogen-Plant Saprotroph,Probable,Microfungus,NULL,"Most species are weak pathogens or endophytes in leaf or stem tissue, growing saprobically after the plant dies (Cannon & Kirk 2007)","Cannon PF, Kirk PM. 2007. Fungal Families of the World. CAB International, Cambridge (ISBN: 978-0851998275)"
ASV4685,0,0,0,4,0,0,0,0,Fungi;Ascomycota;Laboulbeniomycetes;Pyxidiophorales;Pyxidiophoraceae;Pyxidiophora;Pyxidiophora_arvernensis;,Pyxidiophora,9382C4EE-7ADF-4DBA-9359-89EE7C436948,4627,13,Saprotroph,Undefined Saprotroph,Probable,NULL,NULL,NULL,"Tedersoo L, et al. 2014. Science 346:e1256688 ((https://doi.org/10.1126/science.1256688))"
ASV469,0,229,0,0,0,0,0,0,Fungi;Ascomycota;Sordariomycetes;Coniochaetales;Coniochaetaceae;Coniochaeta;Coniochaeta_decumbens;,Coniochaetaceae,1CB1CCF3-36B9-11D5-9548-00D0592D548C,80629,9,Pathotroph-Saprotroph-Symbiotroph,Animal Pathogen-Dung Saprotroph-Endophyte-Lichen Parasite-Plant Pathogen-Undefined Saprotroph,Possible,Microfungus,NULL,"Common Name - Rust Fungus; Saprobic on wood and bark (especially in dry habitats), coprophilous or isolated from soil and similar substrata (Cannon & Kirk 2007)","Cannon PF, Kirk PM. 2007. Fungal Families of the World. CAB International, Cambridge (ISBN: 978-0851998275); Damm U, et al. 2010. Persoonia 24:60-80 ((http://doi.org/10.3767/003158510X500705)); Irinyi L, et al. 2015. Medical Mycology 53:313-337 ((https://doi.org/10.1093/mmy/myv008)); Lawrey JD, Diederich P. 2016. http://www.lichenicolous.net (accessed 24 May 2017) ((http://www.lichenicolous.net))"
ASV4691,0,0,0,4,0,0,0,0,Fungi;Ascomycota;Leotiomycetes;Helotiales;Helotiaceae;Helotiaceae_unclassified;Helotiaceae_unclassified;,Helotiaceae,1CB18C9C-36B9-11D5-9548-00D0592D548C,80845,9,Saprotroph-Symbiotroph,Ectomycorrhizal-Fungal Parasite-Plant Pathogen-Wood Saprotroph,Probable,Microfungus,NULL,"Usually saprobic on herbaceous or woody tissues, some species fungicolous. A few species are known to form mycorrhizae (Cannon & Kirk 2007)","Cannon PF, Kirk PM. 2007. Fungal Families of the World. CAB International, Cambridge (ISBN: 978-0851998275)"
ASV4692,0,0,0,4,0,0,0,0,Fungi;Ascomycota;Leotiomycetes;Helotiales;Hyaloscyphaceae;Glutinomyces;Glutinomyces_sp;,Hyaloscyphaceae,1CB18D86-36B9-11D5-9548-00D0592D548C,80871,9,Saprotroph,Plant Saprotroph-Wood Saprotroph,Probable,Microfungus,NULL,Saprobic on woody and herbaceous material (Cannon & Kirk 2007),"Cannon PF, Kirk PM. 2007. Fungal Families of the World. CAB International, Cambridge (ISBN: 978-0851998275)"
ASV4693,0,0,0,4,0,0,0,0,Fungi;Ascomycota;Leotiomycetes;Helotiales;Helotiales_unclassified;Helotiales_unclassified;Helotiales_unclassified;,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ASV4694,0,0,0,4,0,0,0,0,Fungi;Basidiomycota;Microbotryomycetes;Microbotryomycetes_ord_Incertae_sedis;Chrysozymaceae;Slooffia;Slooffia_unclassified;,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ASV4695,0,0,0,4,0,0,0,0,Fungi;Ascomycota;Dothideomycetes;Pleosporales;Pleosporaceae;Pyrenophora;Pyrenophora_lolii;,Pleosporaceae,1CB1CDA2-36B9-11D5-9548-00D0592D548C,81188,9,Pathotroph-Saprotroph,Endophyte-Lichen Parasite-Plant Pathogen-Undefined Saprotroph,Probable,Microfungus,NULL,"Necrotrophic pathogens and saprobes, especially associated with grasses. Many species are seed-borne (Cannon & Kirk 2007)","Cannon PF, Kirk PM. 2007. Fungal Families of the World. CAB International, Cambridge (ISBN: 978-0851998275); David AS, et al. 2016. Microbial Ecology 71:912-926 ((https://doi.org/10.1007/s00248-015-0712-6)); Lawrey JD, Diederich P. 2016. http://www.lichenicolous.net (accessed 24 May 2017) ((http://www.lichenicolous.net))"
ASV4696,0,0,0,4,0,0,0,0,Fungi;Basidiomycota;Basidiomycota_unclassified;Basidiomycota_unclassified;Basidiomycota_unclassified;Basidiomycota_unclassified;Basidiomycota_unclassified;,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ASV4698,0,0,0,0,4,0,0,0,Fungi;Ascomycota;Saccharomycetes;Saccharomycetales;Dipodascaceae;Geotrichum;Geotrichum_sp;,Geotrichum,1CB18B31-36B9-11D5-9548-00D0592D548C,8327,13,Pathotroph-Saprotroph,Animal Pathogen-Undefined Saprotroph,Probable,NULL,NULL,Opportunistic human pathogen,https://www.cdc.gov ((https://www.cdc.gov))
ASV4699,0,0,0,0,4,0,0,0,Fungi;Ascomycota;Leotiomycetes;Thelebolales;Pseudeurotiaceae;Gymnostellatospora;Gymnostellatospora_japonica;,Pseudeurotiaceae,1CB1CDAD-36B9-11D5-9548-00D0592D548C,81222,9,Saprotroph,Plant Saprotroph-Wood Saprotroph,Probable,Microfungus,NULL,"Saprobic on woody tissue and rotting vegetation, often isolated from soil (Cannon & Kirk 2007)","Cannon PF, Kirk PM. 2007. Fungal Families of the World. CAB International, Cambridge (ISBN: 978-0851998275)"
ASV470,0,227,0,0,0,0,0,0,Fungi;Ascomycota;Sordariomycetes;Hypocreales;Bionectriaceae;Clonostachys;Clonostachys_rosea;,Bionectriaceae,1CB1CCCB-36B9-11D5-9548-00D0592D548C,82088,9,Pathotroph-Saprotroph,Algal Parasite-Bryophyte Parasite-Fungal Parasite-Undefined Saprotroph,Probable,Microfungus,NULL,"Associated with plant material, especially on wood and herbaceous debris, or with algae, bryophyte or other fungi, rarely pathogenic (Cannon & Kirk 2007)","Cannon PF, Kirk PM. 2007. Fungal Families of the World. CAB International, Cambridge (ISBN: 978-0851998275)"
ASV4700,0,0,0,0,0,4,0,0,Fungi;Ascomycota;Sordariomycetes;Sordariomycetes_unclassified;Sordariomycetes_unclassified;Sordariomycetes_unclassified;Sordariomycetes_unclassified;,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ASV4701,0,0,0,0,0,4,0,0,Fungi;Ascomycota;Sordariomycetes;Sordariomycetes_unclassified;Sordariomycetes_unclassified;Sordariomycetes_unclassified;Sordariomycetes_unclassified;,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ASV4702,0,0,0,0,0,4,0,0,Fungi;Basidiomycota;Agaricomycetes;Russulales;Stereaceae;Aleurobotrys;Aleurobotrys_sp;,Stereaceae,1CB1CDDC-36B9-11D5-9548-00D0592D548C,81424,9,Saprotroph,Undefined Saprotroph-Wood Saprotroph,Probable,Corticioid-Polyporoid,NULL,Lignicolous or terrestrial (in leaf litter); typically saprobic (Cannon & Kirk 2007),"Cannon PF, Kirk PM. 2007. Fungal Families of the World. CAB International, Cambridge (ISBN: 978-0851998275)"
ASV4705,0,0,0,0,0,4,0,0,Fungi;Ascomycota;Ascomycota_unclassified;Ascomycota_unclassified;Ascomycota_unclassified;Ascomycota_unclassified;Ascomycota_unclassified;,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ASV4710,0,0,0,0,0,4,0,0,Fungi;Chytridiomycota;GS14;unidentified;unidentified;unidentified;GS14_sp;,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ASV4712,0,0,0,0,0,4,0,0,Fungi;Ascomycota;Sordariomycetes;Xylariales;Xylariaceae;Hypoxylon;Hypoxylon_munkii;,Xylariaceae,1CB1ABFB-36B9-11D5-9548-00D0592D548C,81528,9,Pathotroph-Saprotroph-Symbiotroph,Dung Saprotroph-Endophyte-Plant Pathogen-Undefined Saprotroph,Probable,Xylarioid,NULL,"Saprobes or weak pathogens, many endophytes, mainly in wood and bark, occasionally in soil and dung (Cannon & Kirk 2007)","Cannon PF, Kirk PM. 2007. Fungal Families of the World. CAB International, Cambridge (ISBN: 978-0851998275)"
ASV4716,0,0,0,0,0,4,0,0,Fungi;Basidiomycota;Basidiomycota_unclassified;Basidiomycota_unclassified;Basidiomycota_unclassified;Basidiomycota_unclassified;Basidiomycota_unclassified;,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ASV4717,0,0,0,0,0,4,0,0,Fungi;Basidiomycota;Agaricostilbomycetes;Agaricostilbales;Chionosphaeraceae;Chionosphaeraceae_unclassified;Chionosphaeraceae_unclassified;,Chionosphaeraceae,1CB1CCE4-36B9-11D5-9548-00D0592D548C,82032,9,Pathotroph-Saprotroph,Fungal Parasite-Undefined Saprotroph,Possible,Microfungus,NULL,"Species appear to be mycoparasitic, associated with fungi of bark beetle galleries, wood-inhabiting Xylariaceae or lichens. Others are found erumpent from bark or decaying wood and may be sabrobic (Cannon & Kirk 2007)","Cannon PF, Kirk PM. 2007. Fungal Families of the World. CAB International, Cambridge (ISBN: 978-0851998275)"
ASV4718,0,0,0,0,0,4,0,0,Fungi;Basidiomycota;Exobasidiomycetes;Exobasidiales;Brachybasidiaceae;Meira;Meira_unclassified;,Brachybasidiaceae,1CB1CE8F-36B9-11D5-9548-00D0592D548C,80532,9,Pathotroph,Plant Pathogen,Probable,Microfungus,NULL,"Biotrophic or necrotrophic on leaves of monocots, including palms, grasses, sedges, and Commelinaceae (Cannon & Kirk 2007)","Cannon PF, Kirk PM. 2007. Fungal Families of the World. CAB International, Cambridge (ISBN: 978-0851998275)"
ASV4719,0,0,0,0,0,4,0,0,Fungi;Ascomycota;Dothideomycetes;Capnodiales;Capnodiales_unclassified;Capnodiales_unclassified;Capnodiales_unclassified;,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ASV472,0,0,0,0,0,0,227,0,Fungi;Ascomycota;Sordariomycetes;Ophiostomatales;Ophiostomataceae;Sporothrix;Sporothrix_unclassified;,Ophiostomataceae,1CB1CD85-36B9-11D5-9548-00D0592D548C,81089,9,Pathotroph,Plant Pathogen,Probable,Microfungus,Blue-Staining,"At least most species are transmitted via insect vectors, with mycelial colonies developing in bark-boring beetle galleries and spreading through the vascular system; they are highly specific to their beetle vectors. In some cases spores and mycelium are transmitted in specialized organs, termed mycangia (Cannon & Kirk 2007)","Cannon PF, Kirk PM. 2007. Fungal Families of the World. CAB International, Cambridge (ISBN: 978-0851998275); Tedersoo L, et al. 2014. Science 346:e1256688 ((https://doi.org/10.1126/science.1256688))"
ASV4720,0,0,0,0,0,4,0,0,Fungi;Ascomycota;Dothideomycetes;Capnodiales;Mycosphaerellaceae;Mycosphaerella;Mycosphaerella_sp;,Mycosphaerellaceae,1CB1CD75-36B9-11D5-9548-00D0592D548C,81043,9,Pathotroph-Saprotroph,Plant Pathogen-Undefined Saprotroph,Probable,Microfungus,NULL,"Biotrophic, necrotrophic or saprobic on various plant tissues (Cannon & Kirk 2007)","Cannon PF, Kirk PM. 2007. Fungal Families of the World. CAB International, Cambridge (ISBN: 978-0851998275)"
ASV4721,0,0,0,0,0,4,0,0,Fungi;Basidiomycota;Agaricostilbomycetes;Agaricostilbales;Chionosphaeraceae;Cystobasidiopsis;Cystobasidiopsis_lophatheri;,Chionosphaeraceae,1CB1CCE4-36B9-11D5-9548-00D0592D548C,82032,9,Pathotroph-Saprotroph,Fungal Parasite-Undefined Saprotroph,Possible,Microfungus,NULL,"Species appear to be mycoparasitic, associated with fungi of bark beetle galleries, wood-inhabiting Xylariaceae or lichens. Others are found erumpent from bark or decaying wood and may be sabrobic (Cannon & Kirk 2007)","Cannon PF, Kirk PM. 2007. Fungal Families of the World. CAB International, Cambridge (ISBN: 978-0851998275)"
ASV4722,0,0,0,0,0,4,0,0,Fungi;Ascomycota;Ascomycota_unclassified;Ascomycota_unclassified;Ascomycota_unclassified;Ascomycota_unclassified;Ascomycota_unclassified;,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ASV4723,0,0,0,0,0,4,0,0,Fungi;Ascomycota;Ascomycota_unclassified;Ascomycota_unclassified;Ascomycota_unclassified;Ascomycota_unclassified;Ascomycota_unclassified;,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ASV4724,0,0,0,0,0,4,0,0,Fungi;Ascomycota;Lecanoromycetes;Ostropales;Stictidaceae;Cryptodiscus;Cryptodiscus_sp;,Stictidaceae,1CB1A605-36B9-11D5-9548-00D0592D548C,81429,9,Symbiotroph,Lichenized-Wood Saprotroph,Probable,Microfungus-Thallus,NULL,"Saprobic on wood and stems, a few species lichenized or lignicolous (Cannon & Kirk 2007)","Cannon PF, Kirk PM. 2007. Fungal Families of the World. CAB International, Cambridge (ISBN: 978-0851998275)"
ASV4726,0,0,0,0,0,4,0,0,Fungi;Ascomycota;Dothideomycetes;Pleosporales;Morosphaeriaceae;Acrocalymma;Acrocalymma_unclassified;,Acrocalymma,1CB1C441-36B9-11D5-9548-00D0592D548C,11008,13,Saprotroph,Undefined Saprotroph,Probable,NULL,NULL,NULL,"Tedersoo L, et al. 2014. Science 346:e1256688 ((https://doi.org/10.1126/science.1256688))"
ASV4727,0,0,0,0,0,4,0,0,Fungi;Basidiomycota;Basidiomycota_unclassified;Basidiomycota_unclassified;Basidiomycota_unclassified;Basidiomycota_unclassified;Basidiomycota_unclassified;,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ASV4728,0,0,0,0,0,4,0,0,Fungi;Ascomycota;Leotiomycetes;Helotiales;Hyaloscyphaceae;Rodwayella;Rodwayella_sessilis;,Hyaloscyphaceae,1CB18D86-36B9-11D5-9548-00D0592D548C,80871,9,Saprotroph,Plant Saprotroph-Wood Saprotroph,Probable,Microfungus,NULL,Saprobic on woody and herbaceous material (Cannon & Kirk 2007),"Cannon PF, Kirk PM. 2007. Fungal Families of the World. CAB International, Cambridge (ISBN: 978-0851998275)"
ASV4729,0,0,0,0,0,4,0,0,Fungi;Ascomycota;Ascomycota_unclassified;Ascomycota_unclassified;Ascomycota_unclassified;Ascomycota_unclassified;Ascomycota_unclassified;,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ASV4730,0,0,0,0,0,4,0,0,Fungi;Basidiomycota;Tremellomycetes;Tremellales;Cuniculitremaceae;Kockovaella;Kockovaella_unclassified;,Kockovaella,EB459306-C2F1-48CE-B36C-B3DC424B304E,25579,13,Symbiotroph,Epiphyte,Probable,Yeast,NULL,"Foliar, isolated from a plant sample collected in a tropical rain forest in Thailand.","Fungsin B, et al. 2002. International Journal of Systematic and Evolutionary Microbiology 52:281-284 ((https://doi.org/10.1099/00207713-52-1-281))"
ASV4731,0,0,0,0,0,4,0,0,Fungi;Ascomycota;Leotiomycetes;Helotiales;Helotiales_unclassified;Helotiales_unclassified;Helotiales_unclassified;,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ASV4734,0,0,0,0,0,4,0,0,Fungi;Basidiomycota;Tremellomycetes;Tremellomycetes_unclassified;Tremellomycetes_unclassified;Tremellomycetes_unclassified;Tremellomycetes_unclassified;,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ASV4735,0,0,0,0,0,4,0,0,Fungi;Ascomycota;Sordariomycetes;Sordariomycetes_unclassified;Sordariomycetes_unclassified;Sordariomycetes_unclassified;Sordariomycetes_unclassified;,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ASV4736,0,0,0,0,0,4,0,0,Fungi;Basidiomycota;Agaricomycetes;Agaricales;Tricholomataceae;Hemimycena;Hemimycena_sp;,Tricholomataceae,008764C7-3F16-4577-B343-C50EF7B78211,81487,9,Pathotroph-Symbiotroph,Ectomycorrhizal-Fungal Parasite,Probable,Agaricoid,NULL,"Tricholoma species are ectomycorrhizal, occurring in coniferous and broadleaved forests (Cannon & Kirk 2007); T. sclerotoideum is parasitic on Helvella spp.","Cannon PF, Kirk PM. 2007. Fungal Families of the World. CAB International, Cambridge (ISBN: 978-0851998275)"
ASV4737,0,0,0,0,0,4,0,0,Fungi;Ascomycota;Leotiomycetes;Helotiales;Dermateaceae;Neofabraea;Neofabraea_unclassified;,Dermateaceae,1CB186AD-36B9-11D5-9548-00D0592D548C,80686,9,Pathotroph-Saprotroph,Plant Pathogen-Plant Saprotroph,Probable,Microfungus,NULL,Saprobic or parasitic on herbaceous and woody material (Cannon & Kirk 2007),"Cannon PF, Kirk PM. 2007. Fungal Families of the World. CAB International, Cambridge (ISBN: 978-0851998275)"
ASV4738,0,0,0,0,0,4,0,0,Fungi;Ascomycota;Eurotiomycetes;Chaetothyriales;Herpotrichiellaceae;Melanoctona;Melanoctona_tectonae;,Herpotrichiellaceae,1CB1CD37-36B9-11D5-9548-00D0592D548C,80856,9,Pathotroph-Saprotroph,Animal Pathogen-Fungal Parasite-Undefined Saprotroph,Probable,Facultative Yeast-Microfungus,NULL,"Mostly saprobic on plants or other fungi, isolated from soil etc., and from medical sources (Cannon & Kirk 2007)","Cannon PF, Kirk PM. 2007. Fungal Families of the World. CAB International, Cambridge (ISBN: 978-0851998275)"
ASV474,0,224,0,0,0,0,0,0,Fungi;Ascomycota;Dothideomycetes;Pleosporales;Pleosporales_unclassified;Pleosporales_unclassified;Pleosporales_unclassified;,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ASV4741,0,0,0,0,0,0,0,4,Fungi;Ascomycota;Ascomycota_unclassified;Ascomycota_unclassified;Ascomycota_unclassified;Ascomycota_unclassified;Ascomycota_unclassified;,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ASV4745,0,0,0,0,0,0,0,4,Fungi;Ascomycota;Ascomycota_unclassified;Ascomycota_unclassified;Ascomycota_unclassified;Ascomycota_unclassified;Ascomycota_unclassified;,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ASV4749,0,0,0,0,0,0,0,4,Fungi;Ascomycota;Ascomycota_unclassified;Ascomycota_unclassified;Ascomycota_unclassified;Ascomycota_unclassified;Ascomycota_unclassified;,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ASV475,0,0,0,0,65,6,153,0,Fungi;Basidiomycota;Cystobasidiomycetes;Cystobasidiales;Cystobasidiaceae;Cystobasidium;Cystobasidium_slooffiae;,Cystobasidium,089EE3BE-975C-47BF-8DD0-494C299F8F10,17446,13,Pathotroph,Fungal Parasite,Highly Probable,Facultative Yeast,NULL,NULL,"Kurtzman CP, et al. (eds.) 2011. The Yeasts, a Taxonomic Study. Fifth Edition. Vols 1-3. Elsevier, San Diego (ISBN: 9780444521491)"
ASV4751,0,0,0,0,0,0,0,4,Fungi;Basidiomycota;Agaricostilbomycetes;Agaricostilbales;Chionosphaeraceae;Kurtzmanomyces;Kurtzmanomyces_sp;,Chionosphaeraceae,1CB1CCE4-36B9-11D5-9548-00D0592D548C,82032,9,Pathotroph-Saprotroph,Fungal Parasite-Undefined Saprotroph,Possible,Microfungus,NULL,"Species appear to be mycoparasitic, associated with fungi of bark beetle galleries, wood-inhabiting Xylariaceae or lichens. Others are found erumpent from bark or decaying wood and may be sabrobic (Cannon & Kirk 2007)","Cannon PF, Kirk PM. 2007. Fungal Families of the World. CAB International, Cambridge (ISBN: 978-0851998275)"
ASV4752,0,0,0,0,0,0,0,4,Fungi;Ascomycota;Ascomycota_unclassified;Ascomycota_unclassified;Ascomycota_unclassified;Ascomycota_unclassified;Ascomycota_unclassified;,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ASV4753,0,0,0,0,0,0,0,4,Fungi;Rozellomycota;Rozellomycotina_cls_Incertae_sedis;GS11;unidentified;unidentified;GS11_sp;,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ASV4755,0,0,0,0,0,0,0,4,Fungi;Ascomycota;Saccharomycetes;Saccharomycetales;Lipomycetaceae;Lipomyces;Lipomyces_unclassified;,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
